TIGHT n=18 m=140 tag=perturb g6=Q~~~~~~^|~x}z~|~~^~z~~n~nVw t=8.8s
TIGHT n=18 m=102 tag=perturb g6=Q|duvxFMtvlH~|olm\~aL~MuL~o t=1.0s
TIGHT n=18 m=96 tag=perturb g6=Q^hzt[f^|zfpXwpN\T^g`|IYlVw t=0.3s
TIGHT n=18 m=106 tag=perturb g6=Q~l|rSvNTvN}Yj|VnZ|aVtF}lVw t=0.8s
TIGHT n=18 m=94 tag=perturb g6=QnsYfx]nXd|sO\|{~~xRzTossH_ t=0.4s
TIGHT n=18 m=102 tag=perturb g6=Qz?^z}~^zL}uj\O^nY\yh{u\rTg t=0.4s
TIGHT n=18 m=102 tag=perturb g6=Q~}~^j~}^ZYHX|pLL^RPL|FvLVG t=1.1s
TIGHT n=18 m=92 tag=perturb g6=QxhoVwDNx~fMZ{SvRj~fbqQ]tyO t=0.8s
TIGHT n=18 m=112 tag=perturb g6=Q]j~~vfrtjrzO||F~zxijvfnz^o t=1.3s
TIGHT n=18 m=96 tag=perturb g6=Q]F}gLURl|Rzzxbx|{\Jh{avV[w t=0.4s
TIGHT n=18 m=98 tag=perturb g6=Qun~k|^Vj|Fz~SSzqJTnC{eqvLG t=0.5s
TIGHT n=18 m=101 tag=perturb g6=Qmb~XXr^|Nlfg[T^ji}o|z~]M|_ t=0.7s
TIGHT n=18 m=107 tag=perturb g6=Q[n~~n~MxxrMz~lLnJ}|UJFynBg t=0.6s
TIGHT n=18 m=106 tag=perturb g6=QwNRdz~^ztVm`n\\}S|@|~n{r^w t=0.9s
TIGHT n=18 m=88 tag=perturb g6=Q~sWfx]nPd`{O\|{~vxQZTO{sH_ t=0.9s
TIGHT n=18 m=107 tag=perturb g6=Q|^^r~{vWdxMx|~|h^g]]zRvNLw t=0.4s
TIGHT n=18 m=104 tag=perturb g6=Qnjzv|fJzNusz~o~n\RhnoD~pRo t=0.7s
TIGHT n=18 m=104 tag=perturb g6=Qd]W^vR^}Mrljcx^JY~_l~z}Z~w t=0.4s
TIGHT n=18 m=114 tag=perturb g6=Q|Z[~~P^}Nrnjlx^^Jzol~n}z^w t=1.1s
TIGHT n=18 m=111 tag=perturb g6=Q{n~{\VI|~jzz~`g~xnjhle~nNw t=1.7s
TIGHT n=18 m=108 tag=perturb g6=Qzf}~kuLq~E~v}{vypdwl~e~tfg t=1.6s
TIGHT n=18 m=115 tag=perturb g6=Q~xn~|vN|mv~n~fnlZzbFkFu{rw t=1.9s
TIGHT n=18 m=108 tag=perturb g6=Q~ir~|fZ^NF|z~p^n\TjNgf~pRo t=1.7s
TIGHT n=18 m=107 tag=perturb g6=Q|jw}N~l}auZ@fin~^yR^i}mz~g t=0.3s
TIGHT n=18 m=102 tag=perturb g6=Qr~\v{O]{|x}x[T~^^{qRa~gM^o t=0.8s
TIGHT n=18 m=98 tag=perturb g6=QkMrz|r~gpfmy\oc~f^jbWul\rw t=0.6s
TIGHT n=18 m=101 tag=perturb g6=Qvnv{gvT|eJsryS^nrfg|cq}zvw t=0.6s
TIGHT n=18 m=108 tag=perturb g6=QTZZ~xrV}NbgrlPv^M|o~~~nzVw t=0.7s
TIGHT n=18 m=108 tag=perturb g6=Q[n}|tvn|~j~zV@nnp^g|cu}jJo t=1.8s
TIGHT n=18 m=95 tag=perturb g6=Qsih|{on|~nRxZpYbjHg|oaz~Ng t=0.4s
TIGHT n=18 m=95 tag=perturb g6=Q}^^qwx~^bQDjfXb^TWnW|~}p?g t=0.3s
TIGHT n=18 m=110 tag=perturb g6=Q|^pflm^zCqFjn{N~V^x|~n}jVw t=2.5s
TIGHT n=18 m=97 tag=perturb g6=QV~\{kvEKqNtzzSYfRfg|cq|zvw t=0.4s
TIGHT n=18 m=105 tag=perturb g6=Qn|Vxtvul]~{jSTj}ZLtt`e~~Yw t=1.8s
TIGHT n=18 m=102 tag=perturb g6=Qtm^Ygp~v}a}j^hX{JMwXku~~^w t=1.1s
TIGHT n=18 m=115 tag=perturb g6=Qv\]v~{v{~zm~~fYJF|UT~J}^nw t=2.6s
TIGHT n=18 m=99 tag=perturb g6=QZ~|\Lv]lz_Lx~|DNutxVZFmiUO t=0.4s
TIGHT n=18 m=106 tag=perturb g6=Q@^~~}O]{|x}x|T~^^|qRi]hU~g t=0.8s
TIGHT n=18 m=106 tag=perturb g6=Qb|^t{kMw|X}yl\|vYxqZ~v|m^W t=1.8s
TIGHT n=18 m=98 tag=perturb g6=QZN}|{vl[jJdz~vY~xyGTGOznRW t=0.6s
TIGHT n=18 m=101 tag=perturb g6=Qs^Z~xwm|tx}Y[^sN]_zR~cniVw t=0.4s
TIGHT n=18 m=101 tag=perturb g6=QvbMd{VyT~ovzyP|hwug\ku~~^w t=0.6s
TIGHT n=18 m=102 tag=perturb g6=Qv^^mZLrZVyqz~^tl^xi\umabJG t=1.1s
TIGHT n=18 m=111 tag=perturb g6=QxZiJ~vtx~izzydxma}Jn~Nv~nw t=1.8s
TIGHT n=18 m=105 tag=perturb g6=Qu\Kn{vN|}f^v~N}dY^EL{N}lUo t=0.9s
TIGHT n=18 m=110 tag=perturb g6=Q`~]~~|}JtX?b~D\~MVz~N|~nVw t=1.0s
TIGHT n=18 m=96 tag=perturb g6=Q|p|ssv|xepfKTTVnZ}?lw^\z[w t=0.8s
TIGHT n=18 m=97 tag=perturb g6=QBvW}n~~fdzVMX{YURQ~X^X~WKo t=0.4s
TIGHT n=18 m=109 tag=perturb g6=Q{Ix~}~^}iBgxngn~^xfh~n}x{w t=1.0s
TIGHT n=18 m=116 tag=perturb g6=Q~~~|kv^||nvz^D^mrng|ku~uUw t=0.9s
TIGHT n=18 m=115 tag=perturb g6=Q|nVv|tJxManz~s~nn~jnwf~vvW t=1.9s
TIGHT n=18 m=100 tag=perturb g6=QV~hT{b\~BEvY~SZnJgg\|U^~^w t=0.4s
TIGHT n=18 m=104 tag=perturb g6=Q}vqk|v\{Sfnz~t|tY^X[KcnZ~g t=0.7s
TIGHT n=18 m=94 tag=perturb g6=Qyyz^b~~~ZIlX\ScG^R@L~vBNUG t=0.4s
TIGHT n=18 m=116 tag=perturb g6=Qz}~~z}]l~iLh}{nNuvy^Nv}jvW t=1.7s
TIGHT n=18 m=109 tag=perturb g6=Q|]|hZ{v[o`Qz~|~n\xu^~V~nJo t=0.5s
TIGHT n=18 m=107 tag=perturb g6=QnZ^F~{zXdXMpx~|nVx}]zRuNNw t=1.0s
TIGHT n=18 m=98 tag=perturb g6=Q[TticwVW~Qgz~{^n^xU|vRrnMo t=0.3s
TIGHT n=18 m=104 tag=perturb g6=Q~A~x{v^|nwVi[T^nytyx{uDzTw t=1.2s
TIGHT n=18 m=94 tag=perturb g6=Q~vyqoUDGPen[Z|^BZzlH~?~|}o t=0.3s
TIGHT n=18 m=114 tag=perturb g6=Qizz~}k^s~x~r}wzzZ|rz^^JTVw t=0.9s
TIGHT n=18 m=92 tag=perturb g6=Q|AkeiP~|jeYzsd_fZrzbwe||Zo t=0.4s
TIGHT n=18 m=94 tag=perturb g6=QV|[~ndVS[wUgz|~l{lE^XAU]n? t=0.4s
TIGHT n=18 m=107 tag=perturb g6=Q{r`~z~^nnnnfeoz|VSrk}nmjqW t=0.9s
TIGHT n=18 m=116 tag=perturb g6=Qx~]]~vRw~Zz~wbX}Q}~~snn~nw t=2.0s
TIGHT n=18 m=103 tag=perturb g6=QvblD{v[|mNuz^M[nzlhl_qz~^w t=0.8s
TIGHT n=18 m=89 tag=perturb g6=QFn}|{t`XwjvJDrKNzmhwg_vnCo t=0.4s
TIGHT n=18 m=116 tag=perturb g6=Q~zxzu~]~nrJj}XNV\xt|~n}|Xw t=2.7s
TIGHT n=18 m=114 tag=perturb g6=Q~v~~^~]|zpIvv|VvQf~^~^bcV? t=0.5s
TIGHT n=18 m=108 tag=perturb g6=Q|a|n{v^|nh~g^T^cy^g|{u]~\w t=0.9s
TIGHT n=18 m=112 tag=perturb g6=QtYZf~^^zbfnjn\^~NxPk}N}n}w t=1.1s
TIGHT n=18 m=91 tag=perturb g6=QlF~bm[vCkZuz~L~nSPuDVEemY? t=0.3s
TIGHT n=18 m=101 tag=perturb g6=Q|fx~~l}|zaGH{xDlnJV^fUrlyW t=0.6s
TIGHT n=18 m=99 tag=perturb g6=Q{RjfNV~zrnltn[ktixRtMFuP^W t=1.8s
TIGHT n=18 m=105 tag=perturb g6=Q}~}v~iUWVX{~~^jNhgv^tZumGW t=0.7s
TIGHT n=18 m=113 tag=perturb g6=Qv\]~~kv{~zm~~fYHV|UT}B}^nw t=0.7s
TIGHT n=18 m=99 tag=perturb g6=Q~~nh{uy`hevzND]NOxys|}Iuvg t=0.4s
TIGHT n=18 m=108 tag=perturb g6=Qr~^t\g]utXNYnLnz^\rz~xm{^g t=0.6s
TIGHT n=18 m=110 tag=perturb g6=Q^}~|}z]lzpIzv|BvYn|~^JrlV? t=0.7s
TIGHT n=18 m=98 tag=perturb g6=Q{NXczzKzDvN_fT\}S|@|~n}{]w t=0.4s
TIGHT n=18 m=100 tag=perturb g6=Qn|~~Ni]nyxGy^Oi]Yhrvq}vLRW t=0.4s
TIGHT n=18 m=102 tag=perturb g6=Qz[xbr}[X||{Z~x~m]kdnmPnaNg t=0.7s
TIGHT n=18 m=106 tag=perturb g6=QcJXv~~Ulv~Wh~X^n]tVtjVs~Uw t=0.8s
TIGHT n=18 m=117 tag=perturb g6=Q|r_~~~^~frfjnw^~VZp|~n}xVw t=1.1s
TIGHT n=18 m=104 tag=perturb g6=Qyf~ykuLu~Q~P~[Sixdw|~e~{nw t=1.8s
TIGHT n=18 m=106 tag=perturb g6=Q\}vvgn^lHqM~m|N~F~wxzgmnZo t=0.4s
TIGHT n=18 m=110 tag=perturb g6=QZF}znTN[rBVv~|ej~tz|ken~nw t=2.0s
TIGHT n=18 m=111 tag=perturb g6=Qnjq~|tN~vQZ`yuz~Znjnjf||Zo t=0.7s
TIGHT n=18 m=105 tag=perturb g6=Q}f}|{TZ|]zfrRZ]nzekhkt|~YW t=0.5s
TIGHT n=18 m=89 tag=perturb g6=QQVnxLfhK~Jdz~NYlpuG\H_zLVO t=0.4s
TIGHT n=18 m=90 tag=perturb g6=QbrzkIfM^n_\Ja|fNBpt{|Y|h[_ t=0.4s
TIGHT n=18 m=108 tag=perturb g6=Q^ir~|~Z~Fu}y~vnuw~`mxcdtx_ t=1.5s
TIGHT n=18 m=107 tag=perturb g6=Q~^szZ[vW~P}~~\Nvnzf^tVQHIw t=0.8s
TIGHT n=18 m=103 tag=perturb g6=QPMKV~xFy`dfanf\vZxP|~n}~~w t=0.4s
TIGHT n=18 m=97 tag=perturb g6=Qvm|[?E^t~atzZJqnpCxZku~}^g t=0.7s
TIGHT n=18 m=112 tag=perturb g6=Q|\nj{|N|mfzz~v||R~b\GFu|vw t=0.4s
TIGHT n=18 m=99 tag=perturb g6=Qim~FOwNmiiDz}~}`X|az^nylVw t=0.3s
TIGHT n=18 m=109 tag=perturb g6=Qt}~~z|]lKz?vvd\|]}TY|v~lvO t=0.7s
TIGHT n=18 m=95 tag=perturb g6=QmwVV~VLTjzK[~wFlL|fUj}VbCg t=0.4s
TIGHT n=18 m=97 tag=perturb g6=Qlz{jZsVMnsmVX~~^ZGKn~rUSH_ t=0.4s
TIGHT n=18 m=98 tag=perturb g6=Q{NRSzzKxdvN_fT\}S|@|~n}y]w t=1.8s
TIGHT n=18 m=105 tag=perturb g6=QpxqN~Q^}~vfJnW[VZrSm~M~Z^w t=0.7s
TIGHT n=18 m=107 tag=perturb g6=QMfuy~~?{^DJX|x~~zzjjren^vo t=0.5s
TIGHT n=18 m=96 tag=perturb g6=QHBPm}z^}Nrbpmw^fI~ohNm[j~W t=0.7s
TIGHT n=18 m=96 tag=perturb g6=QZn~ZqyYnYiHxtxLCaR^^mv~lBW t=0.4s
TIGHT n=18 m=97 tag=perturb g6=QxWWNtZ^u~omyLHhV`~oL~n}}Xw t=0.4s
TIGHT n=18 m=115 tag=perturb g6=Q^}~~^~^lr}{w|H~v]^zSzJ^JVw t=1.4s
TIGHT n=18 m=101 tag=perturb g6=Qa~Jvow^KNznzez~f^~ay~FoCVw t=0.6s
TIGHT n=18 m=101 tag=perturb g6=QXQ[uH_n}a~rr^|^v^hO~e}mz|w t=0.4s
TIGHT n=18 m=110 tag=perturb g6=Qz~^v{gK[lX}y|L~^^|vJv~|MUw t=1.1s
TIGHT n=18 m=104 tag=perturb g6=Qz~~^nmY\ztOrt|VsI~y^~ep{HG t=0.6s
TIGHT n=18 m=103 tag=perturb g6=Q^j}v|P^xrunzTpLzrfjh|e[\Yw t=0.8s
TIGHT n=18 m=94 tag=perturb g6=Qtrwl^d^zAtUNEYnr^UctmmIr^g t=0.6s
TIGHT n=18 m=106 tag=perturb g6=Qzja~|P^|vF}ysTx~z~jbxeL|Yw t=1.2s
TIGHT n=18 m=101 tag=perturb g6=Qvh}vyP~|vimzschvy~bbwe{|Z_ t=0.7s
TIGHT n=18 m=100 tag=perturb g6=QvN^mnLrZVoaz~^tl^xiTu}ebJG t=0.8s
TIGHT n=18 m=100 tag=perturb g6=Q|y?\jZ^~noNIlXN^JzHlpm}r~w t=0.7s
TIGHT n=18 m=93 tag=perturb g6=QhNqczjyxDvL@aTpuT|@^~n}y]w t=0.4s
TIGHT n=18 m=98 tag=perturb g6=Qsiht{sn|~nR|ZtYBjHk|oa~~n_ t=1.8s
TIGHT n=18 m=110 tag=perturb g6=Qtvw|^v~~bvbNftj~VHY~dnmx^W t=0.7s
TIGHT n=18 m=88 tag=perturb g6=QhF]bm[vCkZE~~G~nsPuDvEm}W? t=0.7s
TIGHT n=18 m=113 tag=perturb g6=Qnlmy~Vu^~|^s|T|}UYvl~n~KTw t=0.7s
TIGHT n=18 m=100 tag=perturb g6=Qm~vglv\[pv|z~p~pmzX[g`jNj? t=0.7s
TIGHT n=18 m=121 tag=perturb g6=Qx^}|uyvx~~xZel|}^m~~|n\vnw t=0.9s
TIGHT n=18 m=124 tag=perturb g6=Q~mt~uV^L~z~b~l|}\~z~}f~~Fw t=1.0s
TIGHT n=18 m=104 tag=perturb g6=Q\~|~N~ZH^{{w|JNv}nrOJBNJvW t=0.9s
TIGHT n=18 m=118 tag=perturb g6=Qz~^v{g}{|x}y|L~^^|rZ~~mmNw t=2.1s
TIGHT n=18 m=103 tag=perturb g6=Qq}zv|kEs~g~Hz|rxZnryFvylRW t=0.4s
TIGHT n=18 m=102 tag=perturb g6=QZnbdXz^p~x{x~xGnthjnwet{Zw t=0.4s
TIGHT n=18 m=95 tag=perturb g6=Q~k~T[eJDvF|zip^nX|`@{FqlVw t=0.4s
TIGHT n=18 m=100 tag=perturb g6=Qu{vnTb{l|xGf|XB~}uhMz~}cEw t=0.9s
TIGHT n=18 m=100 tag=perturb g6=QtZJe~^]ybjnjm[\|LzPveN]mv? t=0.4s
TIGHT n=18 m=96 tag=perturb g6=QXNW^^r^yctjTNsn{~Yr|IEmXqw t=0.4s
TIGHT n=18 m=97 tag=perturb g6=Q|[~~ctMTkn~fvFTm~`aLG~fHdw t=0.7s
TIGHT n=18 m=118 tag=perturb g6=Qf~^tz~]lzzOb~\m~]~~[jv~nVw t=1.0s
TIGHT n=18 m=103 tag=perturb g6=QnUyfxk}\T|{WV|~n^|VzDRuVN_ t=0.7s
TIGHT n=18 m=127 tag=perturb g6=Qkn~~zv^t~u~J~vz~~^nt{q~~nw t=2.1s
TIGHT n=18 m=109 tag=perturb g6=Q~~n^|{]lyxIZxz~vQ\yYwvvnVG t=1.8s
TIGHT n=18 m=106 tag=perturb g6=Q~p{~~^VZFrfI~W~FN~u|^Z}`AW t=1.9s
TIGHT n=18 m=102 tag=perturb g6=Qsa~Hku^n~u|wyn{~rFhtlqZrZg t=1.0s
TIGHT n=18 m=95 tag=perturb g6=Q[~Xvq|ZdxfNBz@[~j^qRvqw{Ow t=0.6s
TIGHT n=18 m=94 tag=perturb g6=QZF~|mvLWjMgz~vYfx]G\GswFVw t=0.4s
TIGHT n=18 m=106 tag=perturb g6=Qff[u}}^nuzWz~\v|]pRtiUsnVw t=2.2s
TIGHT n=18 m=99 tag=perturb g6=QVNrzdzsgrFNW^wn^n~gnoe\\^o t=0.7s
TIGHT n=18 m=115 tag=perturb g6=Q}~znz|^tezYrs\v}UnHZ~n~}^g t=0.5s
TIGHT n=18 m=110 tag=perturb g6=Q{|XN|XV{mZtr|[r~SnZZ~n~|^g t=0.7s
TIGHT n=18 m=105 tag=perturb g6=Q^jbnhm^Dmy{zx~nnbRjmxd|xmw t=0.8s
TIGHT n=18 m=116 tag=perturb g6=Q|~z|^~]{~xpz}{]j^rrzNv}jVG t=1.2s
TIGHT n=18 m=117 tag=perturb g6=Q|y`~n~^nNr~j~|^~vzp|jG}j\w t=1.2s
TIGHT n=18 m=99 tag=perturb g6=QU}~n^^Wl[xGvdPJ|}}hIz~}cFg t=0.6s
TIGHT n=18 m=106 tag=perturb g6=Q~~~~XtNhy|GI~\~mQ~f^YnnDPW t=0.4s
TIGHT n=18 m=106 tag=perturb g6=QSjr||vJZ^f}z\s|nX~jnwUfzRo t=0.7s
TIGHT n=18 m=114 tag=perturb g6=Q~pV]v]m~rwHy~|~~Lnt^}f~lVW t=1.9s
TIGHT n=18 m=122 tag=perturb g6=Qvm|z|fN|~f~~zV~~z~y\te~{Ng t=0.8s
TIGHT n=18 m=100 tag=perturb g6=QZ^zNyK^[|_}z~\^dVy}FlRuKn? t=2.0s
TIGHT n=18 m=99 tag=perturb g6=Q^Sm|^tM[|{{kz~~r|kO\LEvbFo t=1.2s
TIGHT n=18 m=106 tag=perturb g6=QfZ]Rnz^xfrnnnH]vZxDdjn}r\w t=2.0s
TIGHT n=18 m=88 tag=perturb g6=QzVFN}WsUnjWT]|OJ{yfINPe~i? t=0.8s
TIGHT n=18 m=103 tag=perturb g6=Qzb}~keLTRU|t~oRizbzs{e~~nw t=1.6s
TIGHT n=18 m=106 tag=perturb g6=Q{Jrjb|Nt}e~z}Sl~}~t|wa|\Dw t=1.9s
TIGHT n=18 m=108 tag=perturb g6=QNJrzwv^w~fep~sf~z~j~Wf|\V_ t=1.8s
TIGHT n=18 m=102 tag=perturb g6=Qm~^v|G^[~jxq}|Nj^trpqBqlBw t=0.4s
TIGHT n=18 m=108 tag=perturb g6=Q^jrzwr^{vncz~sl~z~jnwe{\Bo t=1.0s
TIGHT n=18 m=118 tag=perturb g6=Q~~~~~~n|xxEJX|~^UTzz}~]lFo t=1.3s
TIGHT n=18 m=120 tag=perturb g6=Q}n|~|v^|~clj~t~vxNztce~~^w t=0.8s
TIGHT n=18 m=100 tag=perturb g6=Q~p[~~^TZvrfE~WyFlNuX^Z}`AW t=1.0s
TIGHT n=18 m=101 tag=perturb g6=QjI~|}~^{ngBa]PVny{{zss^zWw t=1.9s
TIGHT n=18 m=110 tag=perturb g6=Q~jo~|T^~vf}^{svRj|NrpU~{zO t=1.8s
TIGHT n=18 m=109 tag=perturb g6=Q{k}V|fN|~lmi~cxnY~Bk|E~|~w t=0.8s
TIGHT n=18 m=100 tag=perturb g6=Qgz~v~GZ]zjmz}~mjOpQeqvs|LW t=0.4s
TIGHT n=18 m=94 tag=perturb g6=QjViRkuLuvA^|NougHnax|Az|~w t=0.4s
TIGHT n=18 m=103 tag=perturb g6=Qn~GmhtneaVj@nfZ~^zr|m\]j^g t=0.7s
TIGHT n=18 m=107 tag=perturb g6=Qo^}||qvp|^zZidhwXM~|}~Rvno t=0.7s
TIGHT n=18 m=97 tag=perturb g6=Q]~^~wgQ{~\{y{\`^V}RGnoKiVw t=0.8s
TIGHT n=18 m=119 tag=perturb g6=Q~n~~|~^t~Frr~Tszznj|{e|uZw t=1.0s
TIGHT n=18 m=108 tag=perturb g6=Q~nnz\vJL^fsJ~o~v\vnmwC}xzo t=1.8s
TIGHT n=18 m=110 tag=perturb g6=Q|zw}Zun}avzBn]~~^yQtn]wzzo t=1.9s
TIGHT n=18 m=98 tag=perturb g6=Que{k|uV[lj]~{]zqM|hA}q{|Fo t=0.5s
TIGHT n=18 m=95 tag=perturb g6=Q|iv\wv]DziHxn|LLAb}]nBj|FW t=0.4s
TIGHT n=18 m=108 tag=perturb g6=Qnn{z|rNpvF~u~tnNZ{aLxC}|vw t=0.4s
TIGHT n=18 m=120 tag=perturb g6=Q~~v}~}^|Zwc}~tz~U^~F~b~lVW t=1.0s
TIGHT n=18 m=109 tag=perturb g6=Qe\n][VNT~pz}~dzvhnfx{az~^w t=0.5s
TIGHT n=18 m=107 tag=perturb g6=Qp~Nvs{}o{X}y|llV\zrZevl}}w t=0.6s
TIGHT n=18 m=110 tag=perturb g6=Q~~^~v~V^vpDjf~Tprn]VuMzdVO t=1.2s
TIGHT n=18 m=100 tag=perturb g6=Qvjndl@^T~bRzzPzmdeg\ku}|^w t=1.8s
TIGHT n=18 m=94 tag=perturb g6=Q}xyvwO~|RmMNDciti}zbWc||Zo t=0.4s
TIGHT n=18 m=97 tag=perturb g6=Q{PtN}w^XZOmz{{^n^xU|vRoJMo t=0.7s
TIGHT n=18 m=100 tag=perturb g6=Qtm~Lku|t^UZnVHzJpEKtkuf~^w t=0.4s
TIGHT n=18 m=102 tag=perturb g6=QlZx~\|neBt~Jn\b~~yQ\deeZ\_ t=0.7s
TIGHT n=18 m=108 tag=perturb g6=QxZg}|~NejvvBn|~~~yRlhiezVo t=1.8s
TIGHT n=18 m=110 tag=perturb g6=Q}Xv~|v^[~Fzxzt~UIuqXeN}|vw t=0.8s
TIGHT n=18 m=108 tag=perturb g6=Q~nV~~vqtnfzO~|u^zyjJPblrJo t=1.1s
TIGHT n=18 m=94 tag=perturb g6=QI}~n^fwg|iK~gHA}]egNz~{wEw t=0.4s
TIGHT n=18 m=110 tag=perturb g6=Q~^~n~SuW~Xwz~|]n^wv\|volIo t=1.1s
TIGHT n=18 m=112 tag=perturb g6=Qv~|~z~^|~pUxNl}^VhrvvmWdUg t=2.0s
TIGHT n=18 m=105 tag=perturb g6=Q~}N|tvuUv|\TB|~fMyuNVvRNTO t=0.9s
TIGHT n=18 m=92 tag=perturb g6=Qm~|jJSV]|omBxjmXYw}dnbecrO t=0.4s
TIGHT n=18 m=117 tag=perturb g6=Ql~x~~~L}~smen[N~vzp|ynNzVw t=1.7s
TIGHT n=18 m=87 tag=perturb g6=QtiR?eby|~arxAhRlTMkXKY}n^w t=0.6s
TIGHT n=18 m=115 tag=perturb g6=Q~J~|{vn|~evr]D]lrui~}uZ~^w t=1.0s
TIGHT n=18 m=106 tag=perturb g6=QZ~^Vlg]|N{}Yk\nFV\vXxf]}^w t=0.4s
TIGHT n=18 m=94 tag=perturb g6=Q}~^{jjVupPcbzdCvxnvNeNyea? t=0.3s
TIGHT n=18 m=98 tag=perturb g6=QgRxu~~^^Ffnfxyzu^NpJeW{IDg t=0.9s
TIGHT n=18 m=99 tag=perturb g6=QjX[lXk~]nomVX~~VzIUn|zUc\_ t=0.4s
TIGHT n=18 m=99 tag=perturb g6=QvfTD{uFn~NqxNK\j~kglaczv~w t=0.8s
TIGHT n=18 m=107 tag=perturb g6=QZ\znyk^[|o}z~|~dR~uNlZq[No t=0.4s
TIGHT n=18 m=104 tag=perturb g6=Qtv^}kymoPxHAj|~n^|qe]v~nVw t=0.5s
TIGHT n=18 m=107 tag=perturb g6=Qz\znyk^W|o}R~|~dRzvNlZr{fo t=0.5s
TIGHT n=18 m=93 tag=perturb g6=QukzHKT{Slrv~~HzKPU]lGyf^^W t=1.0s
TIGHT n=18 m=113 tag=perturb g6=Q}n~|wfn[~LvuNT]~z~`xsuj~^w t=4.5s
TIGHT n=18 m=89 tag=perturb g6=Q{zxu?~JNnoNjFBrZNwd{]BsJwg t=0.4s
TIGHT n=18 m=103 tag=perturb g6=Q^k|~svJfRnZjmt~nZ|BhHE~{v_ t=1.5s
TIGHT n=18 m=96 tag=perturb g6=QrzjZnr~xBa@JnwZ^R_Pl|~~kKw t=0.8s
TIGHT n=18 m=108 tag=perturb g6=Q~nnz\vJL^fsI}o~v\vnmwC}|~o t=1.2s
TIGHT n=18 m=113 tag=perturb g6=Q~tz~~}]lhyOZ^x~~]}{\[V~lVW t=0.4s
TIGHT n=18 m=100 tag=perturb g6=QZJ~fyk\]|o{z}|~dR~UJlZqSFo t=0.4s
TIGHT n=18 m=110 tag=perturb g6=Q^Jnf~WtT~[zz~~zm]xu^VRenMw t=2.6s
TIGHT n=18 m=93 tag=perturb g6=QXQ[uH_n}Anqr^|^f^hO~e{ejtw t=0.3s
TIGHT n=18 m=104 tag=perturb g6=Q}nzl{vzL}U}vPP|nzhgpKv|~Qw t=0.4s
TIGHT n=18 m=104 tag=perturb g6=Qv]~n^~IftXhvlXB~yshNv~}cEw t=1.1s
TIGHT n=18 m=97 tag=perturb g6=Q[izjfzY~~ynbA\}prW`~ak{ZlW t=0.4s
TIGHT n=18 m=113 tag=perturb g6=Qvd^vlS^v~n~z}TznXzbY|Mm|vw t=0.9s
TIGHT n=18 m=113 tag=perturb g6=Q}|Znz|^|Ez~q|pZ}UnHZ~N^}^g t=1.8s
TIGHT n=18 m=112 tag=perturb g6=Q~RZ}r~^^frFn~c^vVR||^Z}wRw t=1.9s
TIGHT n=18 m=98 tag=perturb g6=Ql|Vxsuul[~{jSTj}ZLVd`e~}Yg t=0.4s
TIGHT n=18 m=105 tag=perturb g6=Qi~|j^sV}zo}Rz^n\WgZjnZu{^o t=0.6s
TIGHT n=18 m=103 tag=perturb g6=QvxIjovN|mv~nnf||ZqaLkFst|w t=0.9s
TIGHT n=18 m=101 tag=perturb g6=Qnzzp[fnl^e[^YtNmzHg~_ah~~w t=0.7s
TIGHT n=18 m=107 tag=perturb g6=Q|wvn~[v[n]}H|n[l^|E\zVenmW t=0.5s
TIGHT n=18 m=94 tag=perturb g6=QUMxn\^wl\XGvdPJ|}yhIz~{cFw t=0.7s
TIGHT n=18 m=102 tag=perturb g6=Q~bh~~~\xM~bE^xRfYX~}]Zm@Aw t=1.1s
TIGHT n=18 m=102 tag=perturb g6=QMn|fwy~}[aeyy|kjzxazYvmlVw t=0.7s
TIGHT n=18 m=108 tag=perturb g6=QXuzn~~^]^yNhm]}~Ljdt}l{j[G t=0.4s
TIGHT n=18 m=103 tag=perturb g6=Q~nZxkvf|~mTz^T]hzgy~qaY\Lg t=0.8s
TIGHT n=18 m=93 tag=perturb g6=Q~z~HWeTlL@Er]T^EFXn\con~^w t=0.4s
TIGHT n=18 m=95 tag=perturb g6=Q^Nhn|vgz|ve}Wgh^{~gC_b~dXo t=0.4s
TIGHT n=18 m=120 tag=perturb g6=Q|rx^~f^~nrnhn{~|~yP||n]z^w t=1.1s
TIGHT n=18 m=94 tag=perturb g6=QVbW{g]nddrFN~lZ]P^||N\YyWO t=0.4s
TIGHT n=18 m=96 tag=perturb g6=Qd^?TXL^|qfninc|\BjP|jnZ^^W t=1.4s
TIGHT n=18 m=110 tag=perturb g6=Qnlmy~Zu^~|Nu|T|}UY~j~MjKTw t=0.7s
TIGHT n=18 m=101 tag=perturb g6=Qf}NtznunzDX`}Nq^ftxXjU}xUg t=0.4s
TIGHT n=18 m=93 tag=perturb g6=QcnzkmjIVz_LRbx~Zrzd|~ZpoY? t=0.4s
TIGHT n=18 m=126 tag=perturb g6=Qxn}{~vVx~zzzy|x}Z{n~~n~~nw t=1.1s
TIGHT n=18 m=113 tag=perturb g6=Q}nt~|v\|nclj~t~vWNztce~vNw t=0.9s
TIGHT n=18 m=106 tag=perturb g6=Q{IX~}~~jkBghnx^~^xcN~fyxlw t=0.9s
TIGHT n=18 m=107 tag=perturb g6=QnxVxtvul]~sjSRj}ZNvtpf~~Yw t=0.7s
